Year,Community,Treatment,Chamber,SCmass_m2,SCdensity_m2,SPmass_m2,SPdensity_m2,DImass_m2,DIdensity_m2,OTHERmass_m2,OTHERdensity_m2
2007,MX,E,8,147.3766015,546.8085106,311.04,1680,81.84,800,0,0
2007,MX,E,11,222.9583545,517.0212766,164.64,880,136.48,880,0.88,80
2007,MX,E,13,146.4223264,442.5531915,23.44,160,262,1360,0,0
2007,SC,A,2,493.7819563,665.9574468,14.8,80,42.32,240,28.88,240
2007,SC,A,4,776.9140167,661.7021277,117.28,560,0,0,1.04,80
2007,SC,A,8,425.1079786,465.9574468,8.56,80,136.32,1360,0,0
2007,SC,A,12,27.21379201,63.82978723,285.2,3120,225.12,2400,0,0
2007,SC,A,15,204.0237126,348.9361702,0,0,159.2,1600,0,0
2007,SC,C,3,334.6604637,357.4468085,492.8,2720,0,0,0,0
2007,SC,C,5,246.0845285,344.6808511,844.08,5200,40.32,160,0,0
2007,SC,C,7,409.2089741,468.0851064,0,0,376.72,2400,14.96,240
2007,SC,C,11,256.2867874,334.0425532,242.72,1360,0,0,0,0
2007,SC,C,13,173.1328677,208.5106383,652.48,4640,38.72,240,0,0
2007,SC,E,1,390.7828282,695.7446809,0,0,112.8,640,0,0
2007,SC,E,6,491.8439004,780.8510638,0,0,25.76,240,0,0
2007,SC,E,9,365.9232314,691.4893617,23.04,160,65.28,400,59.12,80
2007,SC,E,10,415.3536411,663.8297872,35.2,160,33.6,160,140,480
2007,SC,E,14,387.0371916,838.2978723,51.2,960,13.6,80,0,0
2007,SP,A,2,0,0,426.08,3760,0,0,2.48,240
2007,SP,A,5,0,0,596.96,3520,0,0,0,0
2007,SP,A,9,87.99895912,223.4042553,315.84,2560,0,0,0.16,80
2007,SP,A,11,0,0,326.56,2640,147.04,1200,203.04,240
2007,SP,A,13,0,0,451.04,4720,0,0,0,0
2007,SP,C,3,6.304310264,21.27659575,1173.12,5920,0,0,7.68,320
2007,SP,C,6,11.39386807,29.78723404,622.32,3760,0,0,0,0
2007,SP,C,7,14.06658023,38.29787234,774.48,6080,0,0,0,0
2007,SP,C,12,10.80403065,27.65957447,757.76,5520,0,0,0.64,80
2007,SP,C,15,111.1538044,274.4680851,512.96,3600,0,0,4.96,80
2007,SP,E,1,312.783751,542.5531915,52.64,480,0,0,249.2,480
2007,SP,E,4,0,0,238.4,2000,0,0,56.88,880
2007,SP,E,8,0,0,506.08,5920,0,0,1.44,160
2007,SP,E,10,0,0,574.8,3360,0,0,0,0
2007,SP,E,14,0,0,198.24,1440,0,0,517.6,960
2008,MX,A,2,216.715672,489.3617021,189.84,1200,75.12,640,0,0
2008,MX,A,6,158.9916853,334.0425532,263.12,1600,66.48,320,0,0
2008,MX,A,9,147.0420677,285.106383,196.96,1680,218,2080,0,0
2008,MX,A,12,257.3843765,568.0851064,0,0,379.76,3120,4.72,80
2008,MX,A,15,63.99363441,170.212766,298.8,1600,15.04,240,0,0
2008,MX,C,3,147.8903272,282.9787234,713.76,5600,140.72,1040,0,0
2008,MX,C,5,191.13148,391.4893617,225.2,1760,287.84,2080,1.36,80
2008,MX,C,7,87.51401496,180.8510638,118.48,1040,179.44,1600,0.32,80
2008,MX,C,10,160.6857704,285.106383,418.16,3760,68.72,800,2.64,80
2008,MX,C,14,117.5911505,231.9148936,332.24,2800,110.24,640,5.12,80
2008,MX,E,1,384.5205861,840.4255319,52.88,400,56.24,400,0,0
2008,MX,E,4,325.8353104,751.0638298,73.52,400,137.6,960,0,0
2008,MX,E,8,99.46994155,306.3829787,242.16,1600,55.76,400,0,0
2008,MX,E,11,231.6636201,517.0212766,124.88,1280,91.12,880,0,0
2008,MX,E,13,75.59650305,221.2765957,29.36,320,302.48,2240,14.16,160
2008,SC,A,2,507.5038818,629.787234,0,0,22.88,80,8.64,80
2008,SC,A,4,517.3828213,514.893617,46,320,110.8,640,0,0
2008,SC,A,8,472.0290686,525.5319149,67.52,320,232.48,1200,0,0
2008,SC,A,12,21.510601,48.93617021,95.92,1120,282.56,2400,0,0
2008,SC,A,15,183.5140497,297.8723404,0,0,313.76,2640,0,0
2008,SC,C,3,332.800767,353.1914894,475.92,3520,0,0,0,0
2008,SC,C,5,232.5231665,314.893617,669.76,5920,21.52,240,0,0
2008,SC,C,7,320.5039996,368.0851064,43.12,320,292.72,1680,8,240
2008,SC,C,11,209.7836496,225.5319149,570.08,3760,14.64,80,0,0
2008,SC,C,13,168.3042722,180.8510638,313.92,1760,25.92,240,0,0
2008,SC,E,1,446.34403,657.4468085,28.56,160,179.28,880,0,0
2008,SC,E,6,463.8839796,774.4680851,16.72,80,41.6,400,0,0
2008,SC,E,9,286.5673252,459.5744681,0,0,27.68,240,22.08,80
2008,SC,E,10,380.9019038,536.1702128,78.48,480,27.28,400,64.56,480
2008,SC,E,14,316.4382014,661.7021277,215.12,1280,68.64,560,0,0
2008,SP,A,2,0,0,798.8,4160,0,0,0.16,80
2008,SP,A,5,0,0,461.6,2640,0,0,2.8,80
2008,SP,A,9,63.95161804,153.1914894,366.8,3360,0,0,0,0
2008,SP,A,11,0,0,287.92,2480,152.88,1520,0.56,80
2008,SP,A,13,0,0,581.44,5040,0,0,0,0
2008,SP,C,3,0,0,1077.36,5600,0,0,2.4,80
2008,SP,C,6,9.692092159,25.53191489,511.2,3040,0,0,42.16,320
2008,SP,C,7,15.04818351,42.55319149,407.84,4080,0,0,0,0
2008,SP,C,12,29.58841184,76.59574468,390.8,3600,0,0,0,0
2008,SP,C,15,124.8839697,246.8085106,396.64,2800,0,0,113.28,160
2008,SP,E,1,268.4186242,431.9148936,4.16,80,0,0,0,0
2008,SP,E,4,0,0,237.6,1280,0,0,0.56,80
2008,SP,E,8,0,0,627.52,6480,0,0,0,0
2008,SP,E,10,0,0,471.84,4560,0,0,0,0
2008,SP,E,14,0,0,268.56,2320,0,0,217.92,960
2009,MX,A,2,81.40419431,187.2340426,236.24,1760,170.4,880,0,0
2009,MX,A,6,106.9552012,285.106383,404.08,2480,233.52,1200,0,0
2009,MX,A,9,80.29647146,285.106383,176,1600,105.92,880,0,0
2009,MX,A,12,328.9081617,817.0212766,45.52,320,384.32,2880,0,0
2009,MX,A,15,62.58720161,225.5319149,70.08,240,252.48,1040,0,0
2009,MX,C,3,159.5075914,372.3404255,378.72,2720,220.48,1520,6.64,160
2009,MX,C,5,153.4976236,380.8510638,384.56,2400,189.44,1200,0,0
2009,MX,C,7,106.4232386,263.8297872,240.64,2560,209.28,1280,0,0
2009,MX,C,10,227.6887282,434.0425532,182.16,1360,269.04,1920,0,0
2009,MX,C,14,143.0921186,382.9787234,281.6,2000,226.24,1280,0,0
2009,MX,E,1,321.6803659,744.6808511,274.16,1520,107.36,800,3.52,320
2009,MX,E,4,201.3464808,568.0851064,23.84,240,96.64,480,0,0
2009,MX,E,8,66.5164468,223.4042553,426.88,2880,89.04,720,0,0
2009,MX,E,11,184.1948773,489.3617021,132,960,245.92,1680,0,0
2009,MX,E,13,100.5296477,374.4680851,0,0,163.36,560,1.52,80
2009,SC,A,2,540.2552828,657.4468085,32,80,0,0,6.96,160
2009,SC,A,4,516.7681527,495.7446809,32.4,160,146.48,800,0,0
2009,SC,A,8,344.9249591,380.8510638,73.04,400,175.28,1200,0,0
2009,SC,A,12,32.224453,70.21276596,349.04,2640,188.8,2480,0,0
2009,SC,A,15,220.4112126,402.1276596,0,0,526.96,3920,0,0
2009,SC,C,3,276.5149672,314.893617,623.6,3200,0,0,0,0
2009,SC,C,5,204.7308039,289.3617021,703.6,5040,30.08,80,0,0
2009,SC,C,7,298.9550977,355.3191489,4.72,80,327.2,1520,3.2,80
2009,SC,C,11,185.6100185,225.5319149,264.48,1840,25.12,480,0,0
2009,SC,C,13,193.347817,225.5319149,470,2480,30.16,160,0,0
2009,SC,E,1,336.329726,600,97.04,560,141.04,880,0.72,80
2009,SC,E,6,427.0526572,693.6170213,0,0,110.88,480,0,0
2009,SC,E,9,258.7189591,431.9148936,4.4,240,29.92,160,123.76,640
2009,SC,E,10,349.4778167,487.2340426,5.52,160,16.16,240,30.8,160
2009,SC,E,14,246.1681227,697.8723404,105.92,640,87.44,640,0,0
2009,SP,A,2,0,0,366.64,2800,47.68,160,12.08,320
2009,SP,A,5,0,0,532.8,2960,0,0,0.96,80
2009,SP,A,9,106.8681554,295.7446809,270.8,1600,75.76,560,24.72,240
2009,SP,A,11,0,0,431.84,3040,271.68,1440,0,0
2009,SP,A,13,0,0,488,3040,0,0,0,0
2009,SP,C,3,0,0,322.96,1760,0,0,0,0
2009,SP,C,6,15.80003591,51.06382979,269.36,1920,119.92,320,0,0
2009,SP,C,7,11.54112169,59.57446809,194.48,1440,101.4,400,0,0
2009,SP,C,12,36.66256465,134.0425532,192,1440,151.84,640,0.48,80
2009,SP,C,15,101.5824609,270.212766,581.36,3600,96.72,160,0,0
2009,SP,E,1,133.9158074,357.4468085,32.8,160,0,0,0,0
2009,SP,E,4,0,0,448,2720,0,0,16.72,160
2009,SP,E,8,0,0,0,0,71.12,240,25.76,80
2009,SP,E,10,0,0,169.68,1360,0,0,0,0
2009,SP,E,14,0,0,489.12,3520,7.68,320,1375.36,400
2010,MX,A,2,311.6430556,687.2340426,206.4,2720,61.6,640,0,0
2010,MX,A,6,261.4340744,555.3191489,240.8,2480,217.6,1520,0,0
2010,MX,A,9,140.8043636,327.6595745,677.6,4720,92,720,0,0
2010,MX,A,12,291.5510714,674.4680851,0,0,306.4,2640,0,0
2010,MX,A,15,194.3178581,461.7021277,169.6,1120,135.2,400,67.2,720
2010,MX,C,3,269.9712441,617.0212766,572.8,4240,220,1760,8,320
2010,MX,C,5,246.0391584,546.8085106,272,1920,335.2,2720,2.4,80
2010,MX,C,7,170.4009138,429.787234,296,2000,395.2,3200,0,0
2010,MX,C,10,277.1032309,551.0638298,261.6,2480,134.4,1440,141.6,320
2010,MX,C,14,225.1053989,472.3404255,331.2,3200,396,2640,0,0
2010,MX,E,1,296.4979049,687.2340426,0,0,92,720,9.6,80
2010,MX,E,4,414.7444076,1014.893617,36,560,96,800,4.8,240
2010,MX,E,8,154.0360734,453.1914894,518.4,4320,176,1280,0,0
2010,MX,E,11,368.8963224,785.106383,298.4,2640,148.8,1520,0.88,160
2010,MX,E,13,281.3608531,717.0212766,45.6,800,452.8,2560,22.4,240
2010,SC,A,2,803.3538838,982.9787234,32,240,63.2,400,0,0
2010,SC,A,4,294.3987504,287.2340426,22.4,160,183.2,880,0,0
2010,SC,A,8,550.1565762,546.8085106,121.6,640,359.2,1920,0,0
2010,SC,A,12,53.20479763,138.2978723,563.2,4560,124.8,1920,0,0
2010,SC,A,15,116.5548658,223.4042553,1.6,80,227.2,1600,0,0
2010,SC,C,3,327.9103426,444.6808511,752,4000,0,0,0,0
2010,SC,C,5,79.57260294,127.6595745,1003.2,7360,0,0,0,0
2010,SC,C,7,496.94051,576.5957447,66.4,480,281.6,1440,28,160
2010,SC,C,11,267.8537352,357.4468085,235.2,1760,11.2,240,0,0
2010,SC,C,13,242.526742,319.1489362,950.4,7440,104.8,960,0,0
2010,SC,E,1,578.2346023,963.8297872,18.4,80,220.8,1920,0,0
2010,SC,E,6,364.0062241,629.787234,24.8,80,41.6,160,0,0
2010,SC,E,9,419.6541834,697.8723404,56,560,86.4,560,76.56,400
2010,SC,E,10,506.1303693,721.2765957,0,0,24,240,24,320
2010,SC,E,14,284.9861364,672.3404255,164,960,98.4,640,0,0
2010,SP,A,2,0,0,546.32,5520,0,0,37.84,240
2010,SP,A,5,12.6122412,40.42553192,808,6640,0,0,0,0
2010,SP,A,9,166.8411026,372.3404255,339.2,3920,0,0,14.4,560
2010,SP,A,11,0,0,419.2,3680,169.6,1600,22.4,80
2010,SP,A,13,0,0,543.2,5760,0,0,0,0
2010,SP,C,3,0,0,1370.96,8080,0,0,0.32,80
2010,SP,C,6,17.1480214,65.95744681,691.2,4240,0,0,0.88,80
2010,SP,C,7,23.54303842,91.4893617,728.8,7360,0,0,0,0
2010,SP,C,12,28.19617976,100,800.8,6960,0,0,2.4,80
2010,SP,C,15,102.2617147,236.1702128,862.4,5200,0,0,0,0
2010,SP,E,1,232.2120777,559.5744681,53.28,560,0,0,0,0
2010,SP,E,4,0,0,860.96,7040,0,0,0.4,160
2010,SP,E,8,0,0,332,4320,0,0,0,0
2010,SP,E,10,0,0,276,2960,0,0,3.2,160
2010,SP,E,14,0,0,413.6,3040,0,0,1176,320
2011,MX,A,2,412.9761319,780.8510638,458.24,3120,68.48,560,0,0
2011,MX,A,6,287.7177866,527.6595745,276.16,2480,83.84,640,0,0
2011,MX,A,9,192.3609135,382.9787234,440.8,2800,84.96,720,0,0
2011,MX,A,12,599.2951067,868.0851064,0,0,382.72,2960,3.04,320
2011,MX,A,15,457.854274,644.6808511,146.8,1520,114.48,640,8.64,800
2011,MX,C,3,368.3402128,557.4468085,738.72,4933.333333,104.96,500,4.4,160
2011,MX,C,5,433.84322,600,257.28,1760,455.68,3040,23.6,320
2011,MX,C,7,219.8823684,355.3191489,408.32,2880,228.48,1840,32.08,320
2011,MX,C,10,438.1088496,540.4255319,389.2,2960,228.48,1680,0,0
2011,MX,C,14,250.1911293,389.3617021,556,3520,291.28,1600,57.92,80
2011,MX,E,1,682.6056947,1170.212766,0,0,151.36,1040,0.16,80
2011,MX,E,4,683.9787782,1251.06383,4.32,80,230.72,1680,0,0
2011,MX,E,8,256.6994897,495.7446809,426.64,2160,107.6,1040,0,0
2011,MX,E,11,571.6164906,793.6170213,66.64,480,161.04,1280,0,0
2011,MX,E,13,413.5170482,780.8510638,4.8,80,360.8,2160,0,0
2011,SC,A,2,970.4263743,1076.595745,176.88,960,13.68,80,0,0
2011,SC,A,4,999.877546,914.893617,57.28,480,189.76,1280,0,0
2011,SC,A,8,776.9188361,721.2765957,105.36,640,217.2,1280,0,0
2011,SC,A,12,122.9902318,172.3404255,335.92,2960,163.76,1680,0,0
2011,SC,A,15,448.8857118,587.2340426,12.08,80,266.8,1920,0,0
2011,SC,C,3,466.4940653,476.5957447,947.68,5760,0,0,0,0
2011,SC,C,5,318.003803,359.5744681,1150.88,7360,0,0,0,0
2011,SC,C,7,475.3612081,519.1489362,407.28,2640,466.88,3520,1.84,80
2011,SC,C,11,360.0232079,372.3404255,737.44,5040,178.6,800,0,0
2011,SC,C,13,245.9363006,248.9361702,746.72,4000,299.68,720,0,0
2011,SC,E,1,769.0639828,897.8723404,49.68,400,168.4,1120,0,0
2011,SC,E,6,615.6555088,921.2765957,108.16,640,119.84,640,0,0
2011,SC,E,9,557.1241159,757.4468085,0,0,101.2,800,74.64,560
2011,SC,E,10,779.8399388,912.7659575,0,0,39.52,400,11.68,80
2011,SC,E,14,552.7249448,895.7446809,281.2,1360,210.96,1840,0,0
2011,SP,A,2,0,0,452.88,2320,0,0,0,0
2011,SP,A,5,0,0,748.24,4240,0,0,0,0
2011,SP,A,9,230.2480451,387.2340426,242.56,960,0,0,0.16,80
2011,SP,A,11,6.073020463,17.0212766,554.08,4160,88,800,0,0
2011,SP,A,13,0,0,579.44,5360,36,160,0,0
2011,SP,C,3,2.396244453,6.382978723,982.16,5120,0,0,14.08,400
2011,SP,C,6,43.55902441,76.59574468,1236.64,5440,0,0,53.76,320
2011,SP,C,7,42.74357697,89.36170213,1223.2,7120,0,0,8.16,160
2011,SP,C,12,53.76605069,123.4042553,1026.24,6400,0,0,0,0
2011,SP,C,15,163.2280224,295.7446809,1725.44,8960,0,0,0,0
2011,SP,E,1,431.5184189,746.8085106,92.32,640,17.52,240,79.6,1440
2011,SP,E,4,0,0,808.72,4080,0,0,0,0
2011,SP,E,8,0,0,645.12,5280,0,0,11.92,240
2011,SP,E,10,1.480547137,2.127659575,207.76,2480,100.72,320,24.72,640
2011,SP,E,14,0,0,871.28,4880,0,0,271.28,80
2012,MX,A,2,290.4201235,534.0425532,103.28,720,24,240,0,0
2012,MX,A,6,266.0252263,472.3404255,155.12,1360,76,560,0,0
2012,MX,A,9,94.0618078,257.4468085,550.64,3440,65.52,640,0,0
2012,MX,A,12,509.3351538,763.8297872,0,0,113.44,1040,0,0
2012,MX,A,15,336.0991476,536.1702128,194.24,1360,93.28,480,46.96,160
2012,MX,C,3,303.7285163,542.5531915,245.36,1360,72.48,800,14.4,160
2012,MX,C,5,313.507044,493.6170213,228.64,1200,390.96,1920,17.28,160
2012,MX,C,7,147.3427257,351.0638298,400,2960,35.36,400,59.6,400
2012,MX,C,10,177.7365934,327.6595745,343.28,2240,140.24,1120,0,0
2012,MX,C,14,76.65274496,193.6170213,388.88,2160,67.12,320,0,0
2012,MX,E,1,499.3880585,872.3404255,0,0,169.2,960,0,0
2012,MX,E,4,436.6318201,742.5531915,141.68,1120,207.84,1600,0,0
2012,MX,E,8,190.1059615,402.1276596,18.4,160,19.76,80,0.64,160
2012,MX,E,11,417.5843373,800,29.44,400,122.24,880,0,0
2012,MX,E,13,276.1888034,595.7446809,48.24,320,261.04,1680,0,0
2012,SC,A,2,527.8974186,608.5106383,0,0,14.16,80,0,0
2012,SC,A,4,715.2569486,625.5319149,121.6,560,179.76,1040,0,0
2012,SC,A,8,428.867569,453.1914894,5.92,80,122.24,720,0,0
2012,SC,A,12,179.89411,263.8297872,308.48,2480,166.64,1600,0,0
2012,SC,A,15,409.0032811,593.6170213,0,0,151.04,1440,0,0
2012,SC,C,3,282.318631,387.2340426,210.08,1040,29.28,80,0,0
2012,SC,C,5,209.3769204,278.7234043,448.64,2800,0,0,0,0
2012,SC,C,7,377.6811725,410.6382979,233.36,1360,85.6,720,0,0
2012,SC,C,11,279.3075867,334.0425532,626.16,3520,85.28,800,1.2,80
2012,SC,C,13,248.1236701,338.2978723,535.52,3360,1.68,80,0,0
2012,SC,E,1,517.0276763,742.5531915,44.4,160,32.88,240,0,0
2012,SC,E,6,489.9090203,759.5744681,0,80,31.28,240,0,0
2012,SC,E,9,565.4271039,706.3829787,30.16,240,48.4,400,105.84,480
2012,SC,E,10,576.5088639,687.2340426,0,0,45.76,400,51.68,80
2012,SC,E,14,479.5786238,755.3191489,0,0,103.6,720,0,0
2012,SP,A,2,0,0,652.56,2720,0,0,54,240
2012,SP,A,5,0,0,773.36,4320,0,0,0,0
2012,SP,A,9,221.7316896,480.8510638,455.12,2560,0,0,206.72,240
2012,SP,A,11,18.55825539,48.93617021,408.48,3120,44.8,480,0,0
2012,SP,A,13,10.88619583,17.0212766,674.24,5040,0,0,0,0
2012,SP,C,3,30.6953904,70.21276596,837.6,4720,0,0,0,0
2012,SP,C,6,59.39531319,142.5531915,500.88,3120,0,0,4.96,80
2012,SP,C,7,44.24128828,157.4468085,617.44,4400,0,0,0,0
2012,SP,C,12,60.1792169,182.9787234,781.44,5200,0,0,0,0
2012,SP,C,15,69.10660732,165.9574468,754.4,3840,0,0,104.4,80
2012,SP,E,1,362.3144601,576.5957447,62.8,320,32.88,240,0,0
2012,SP,E,4,0,0,596.64,3920,0,0,0,0
2012,SP,E,8,0,0,689.44,4400,0,0,0,0
2012,SP,E,10,1.570617285,8.510638298,512.48,4160,30,240,14.72,160
2012,SP,E,14,12.73480749,29.78723404,422.64,2480,0,0,212.88,320
2013,MX,A,2,508.2273304,819.1489362,36.96,240,58.08,320,0,0
2013,MX,A,6,551.1594547,829.787234,208.16,1360,39.44,320,0,0
2013,MX,A,9,134.4559012,340.4255319,315.52,3280,54.4,320,0,0
2013,MX,A,12,635.0408204,1010.638298,29.92,160,180.8,1120,0,0
2013,MX,A,15,528.9366385,827.6595745,251.68,1760,146.568,720,0.8,80
2013,MX,C,3,302.6212166,451.0638298,162.4,1120,238.64,960,0,0
2013,MX,C,5,452.676875,738.2978723,65.6,400,344.56,2320,0,0
2013,MX,C,7,90.96867224,240.4255319,614,5920,54.4,480,0,0
2013,MX,C,10,305.3221662,565.9574468,365.84,2800,111.92,960,0,0
2013,MX,C,14,135.5514462,351.0638298,315.36,2880,108.8,720,0,0
2013,MX,E,1,681.9815363,1191.489362,33.6,160,100.88,640,0,0
2013,MX,E,4,662.2094927,1234.042553,113.28,560,196.48,1040,0,0
2013,MX,E,8,303.3456928,693.6170213,90.4,720,57.44,480,0,0
2013,MX,E,11,509.37663,1019.148936,38.48,480,128.24,1120,0,0
2013,MX,E,13,350.0351769,817.0212766,52.08,240,139.12,1120,0,0
2013,SC,A,2,929.2285944,861.7021277,60.48,320,10.8,80,0,0
2013,SC,A,4,984.0377779,853.1914894,99.36,320,59.68,240,0,0
2013,SC,A,8,886.8221048,793.6170213,0,0,92.56,800,0,0
2013,SC,A,12,304.681555,342.5531915,65.76,880,10.24,80,0,0
2013,SC,A,15,530.3966394,763.8297872,0,0,426.88,1280,1.28,80
2013,SC,C,3,274.799288,306.3829787,449.36,2000,0,0,0,0
2013,SC,C,5,259.7832647,308.5106383,604.4,4000,0,0,0,0
2013,SC,C,7,476.9936598,480.8510638,226.48,2080,164.8,960,101.2,160
2013,SC,C,11,321.9440434,306.3829787,244.16,1760,135.84,960,0,0
2013,SC,C,13,351.951786,346.8085106,574.32,3920,53.12,320,0,0
2013,SC,E,1,811.8442515,1038.297872,113.92,560,56.8,400,0,0
2013,SC,E,6,881.3824994,963.8297872,52.8,240,47.12,320,0,0
